edition,round,score1,score2,team1,team2,url,venue,year,,,,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(1,0),Senegal,Morocco,2002_KJ_PR.htm,Dakar.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(1,0),South Africa,Malawi,2002_KJ_PR.htm,Durban.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(2,0),Togo,Libya,2002_KJ_PR.htm,Lomí©.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(1,0),Ghana,Sudan,2002_KJ_PR.htm,Accra.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,3,(0,1),D.R. Congo,Tunisia,2002_KJ_PR.htm,Kinshasa.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(0,0),Congo,Ivory Coast,2002_KJ_PR.htm,Pointe,Noire.,2001,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(1,0),Zimbabwe,Burkina Faso,2002_KJ_PR.htm,Harare.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(0,0),Algeria,Egypt,2002_KJ_PR.htm,Annaba.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,5,(0,3),Namibia,Senegal,2002_KJ_PR.htm,Windhoek.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,4,(2,1),Libya,Zambia,2002_KJ_PR.htm,Tripoli.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,1,(0,0),Malawi,Zimbabwe,2002_KJ_PR.htm,Blantyre.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(1,1),Angola,Togo,2002_KJ_PR.htm,Luanda.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(3,0),Nigeria,Ghana,2002_KJ_PR.htm,Port_Harcourt.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(2,0),Sudan,Sierra Leone,2002_KJ_PR.htm,Omdurman.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(0,0),Madagascar,Congo,2002_KJ_PR.htm,Antananarivo.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,2,(0,1),Ivory Coast,D.R. Congo,2002_KJ_PR.htm,Abidjan.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(0,0),Venezuela,Uruguay,2002_KJ_PR.htm,Maracaibo.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,2,(1,1),Chile,Bolivia,2002_KJ_PR.htm,Santiago.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(1,0),Yugoslavia ,Faroe Islands,2002_KJ_PR.htm,Beograd.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,2,(0,1),Estonia,Cyprus,2002_KJ_PR.htm,Tallinn.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,2),Ecuador,Argentina,2002_KJ_PR.htm,Quito.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(1,0),Brazil ,Paraguay,2002_KJ_PR.htm,Porto_Alegre.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,1,(0,0),Colombia,Peru ,2002_KJ_PR.htm,Bogotíç.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Qatar,Oman,2002_KJ_PR.htm,Doha.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,4,0,(1,0),Iraq,Thailand,2002_KJ_PR.htm,Baghdad.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(0,1),Saudi Arabia,Bahrain,2002_KJ_PR.htm,Riyadh.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,4,1,(3,1),United Arab Emirates,Uzbekistan,2002_KJ_PR.htm,Abu_Dhabi.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(0,0),Bahrain,Iraq,2002_KJ_PR.htm,Manama.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(0,0),Iran,Saudi Arabia,2002_KJ_PR.htm,Tehran.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(3,0),China,United Arab Emirates,2002_KJ_PR.htm,Shenyang.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,1,(1,0),Uzbekistan,Qatar,2002_KJ_PR.htm,Tashkent.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(1,0),Saudi Arabia,Iraq,2002_KJ_PR.htm,Manama.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,0),United Arab Emirates,Qatar,2002_KJ_PR.htm,Abu_Dhabi.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,0),Oman,China,2002_KJ_PR.htm,Muscat.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(0,0),Faroe Islands,Luxembourg ,2002_KJ_PR.htm,Toftí_r.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,2,(1,1),Switzerland ,Yugoslavia ,2002_KJ_PR.htm,Basel.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,1,(0,0),Slovenia,Russia,2002_KJ_PR.htm,Ljubljana.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(0,0),Ireland,Netherlands,2002_KJ_PR.htm,Dublin.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,7,(1,5),Andorra,Portugal,2002_KJ_PR.htm,Lleida.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,1,(1,0),Iceland,Czech Republic,2002_KJ_PR.htm,Reykjaví_k.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(1,0),Denmark,Northern Ireland,2002_KJ_PR.htm,KíŸbenhavn.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,0),Malta,Bulgaria,2002_KJ_PR.htm,TaQali.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(1,0),Moldova,Azerbaijan,2002_KJ_PR.htm,ChiÅôinÛ€u.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,1,(0,1),Slovakia,Turkey,2002_KJ_PR.htm,Bratislava.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,2,(0,2),Macedonia,Sweden ,2002_KJ_PR.htm,Skopje.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Wales,Armenia,2002_KJ_PR.htm,Cardiff.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(1,0),Poland ,Norway,2002_KJ_PR.htm,Chorzí_w.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,1),Belarus,Ukraine,2002_KJ_PR.htm,Minsk.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Scotland,Croatia,2002_KJ_PR.htm,Glasgow.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Bosnia,Israel,2002_KJ_PR.htm,Sarajevo.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,4,0,(1,0),Spain ,Austria,2002_KJ_PR_GD.htm#WC,2,I,7,Valencia.,2001,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Lithuania,Italy,2002_KJ_PR.htm,Kaunas.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,1,(1,1),Georgia,Hungary,2002_KJ_PR.htm,Tbilisi.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,0),Albania,Finland,2002_KJ_PR.htm,Tiraní‚.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,5,(1,2),Germany,England,2002_KJ_PR.htm,Mí_nchen.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,3,(1,1),United States,Honduras,2002_KJ_PR.htm,Washington.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,2),Trinidad and Tobago,Costa Rica,2002_KJ_PR.htm,Port_of_Spain.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Thailand,Iran,2002_KJ_PR.htm,Bangkok.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,2,(1,0),Jamaica,Mexico ,2002_KJ_PR.htm,Kingston.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,0),Chile,Venezuela,2002_KJ_PR.htm,Santiago.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,2),Peru ,Uruguay,2002_KJ_PR.htm,Lima.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,3,(0,2),Faroe Islands,Russia,2002_KJ_PR.htm,Tí_rshavn.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,3,(0,1),Luxembourg ,Switzerland ,2002_KJ_PR.htm,Luxembourg.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(0,1),Yugoslavia ,Slovakia,2002_KJ_PR.htm,Beograd.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,3,(1,0),Cyprus,Portugal,2002_KJ_PR.htm,Líçrnax.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,5,0,(5,0),Netherlands,Estonia,2002_KJ_PR.htm,Eindhoven.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,2,(2,1),Czech Republic,Malta,2002_KJ_PR.htm,Teplice.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(0,0),Northern Ireland,Iceland,2002_KJ_PR.htm,Belfast.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,0),Bulgaria,Denmark,2002_KJ_PR.htm,Sofija.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(0,1),Azerbaijan,Macedonia,2002_KJ_PR.htm,Baku.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,4,2,(0,1),Slovakia,Moldova,2002_KJ_PR.htm,TrenÛçí_n.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,2,(0,0),Turkey,Sweden ,2002_KJ_PR.htm,ÛÁstanbul.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(1,0),Ukraine,Armenia,2002_KJ_PR.htm,Lví¿v.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,2,(1,2),Norway,Wales,2002_KJ_PR.htm,Oslo.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,4,1,(1,0),Belarus,Poland ,2002_KJ_PR.htm,Minsk.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(1,0),Belgium,Scotland,2002_KJ_PR.htm,Bruxelles.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,4,(0,1),San Marino,Croatia,2002_KJ_PR.htm,Serravalle.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(1,0),Austria,Bosnia,2002_KJ_PR.htm,Wien.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,1),Liechtenstein,Spain ,2002_KJ_PR_GD.htm#WC,2,I,8,Vaduz.,2001,,,
2002,KOREA/JAPAN,PRELIMINARY,0,2,(0,2),Hungary,Romania ,2002_KJ_PR.htm,Budapest.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(0,0),Georgia,Lithuania,2002_KJ_PR.htm,Tbilisi.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,5,1,(4,1),Finland,Greece,2002_KJ_PR.htm,Helsinki.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(1,0),England,Albania,2002_KJ_PR.htm,Newcastle.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,5,1,(2,1),Paraguay,Bolivia,2002_KJ_PR.htm,Asuncií_n.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,1,(0,1),Argentina,Brazil ,2002_KJ_PR.htm,Buenos Aires.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Colombia,Ecuador,2002_KJ_PR.htm,Bogotíç.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(2,0),Mexico ,Trinidad and Tobago,2002_KJ_PR.htm,Mí©xico D.F.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(0,0),Honduras,Jamaica,2002_KJ_PR.htm,Tegucigalpa.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(1,0),Costa Rica,United States,2002_KJ_PR.htm,San_Josí©.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(1,0),Bahrain,Thailand,2002_KJ_PR.htm,Manama.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,2,(1,1),Iraq,Iran,2002_KJ_PR.htm,Baghdad.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(1,0),Qatar,China,2002_KJ_PR.htm,Doha.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,5,0,(2,0),Uzbekistan,Oman,2002_KJ_PR.htm,Tashkent.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Iran,Bahrain,2002_KJ_PR.htm,Tehran.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(0,1),Oman,United Arab Emirates,2002_KJ_PR.htm,Muscat.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,3,(1,0),Thailand,Saudi Arabia,2002_KJ_PR.htm,Bangkok.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(0,0),China,Uzbekistan,2002_KJ_PR.htm,Shenyang.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,4,(0,3),Bahrain,Saudi Arabia,2002_KJ_PR.htm,Manama.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,3,(0,2),Oman,Qatar,2002_KJ_PR.htm,Muscat.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(1,0),Thailand,Iraq,2002_KJ_PR.htm,Bangkok.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,1,(0,1),Uzbekistan,United Arab Emirates,2002_KJ_PR.htm,Tashkent.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,1,(0,1),United Arab Emirates,China,2002_KJ_PR.htm,Abu_Dhabi.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(1,0),Iraq,Bahrain,2002_KJ_PR.htm,Baghdad.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,2,(1,1),Saudi Arabia,Iran,2002_KJ_PR.htm,Jeddah.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,2,(1,1),Qatar,Uzbekistan,2002_KJ_PR.htm,Doha.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,2,(0,1),Qatar,United Arab Emirates,2002_KJ_PR.htm,Doha.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(1,0),Iran,Thailand,2002_KJ_PR.htm,Tehran.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,2,(1,1),Iraq,Saudi Arabia,2002_KJ_PR.htm,Amman.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,6,2,(1,1),Yugoslavia ,Luxembourg ,2002_KJ_PR.htm,Beograd.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(2,0),Slovenia,Faroe Islands,2002_KJ_PR.htm,Ljubljana.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,4,0,(3,0),Russia,Switzerland ,2002_KJ_PR.htm,Moskva.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,4,0,(2,0),Ireland,Cyprus,2002_KJ_PR.htm,Dublin.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,5,0,(1,0),Portugal,Estonia,2002_KJ_PR.htm,Lisboa.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,4,0,(2,0),Netherlands,Andorra,2002_KJ_PR.htm,Arnhem.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,1,(0,0),Malta,Northern Ireland,2002_KJ_PR.htm,TaQali.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,6,0,(3,0),Czech Republic,Bulgaria,2002_KJ_PR.htm,Praha.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,6,0,(4,0),Denmark,Iceland,2002_KJ_PR.htm,KíŸbenhavn.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,3,(0,1),Moldova,Turkey,2002_KJ_PR.htm,ChiÅôinÛ€u.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(0,0),Wales,Belarus,2002_KJ_PR.htm,Cardiff.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(1,0),Poland ,Ukraine,2002_KJ_PR.htm,Chorzí_w.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,4,(0,0),Armenia,Norway,2002_KJ_PR.htm,Erevan.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,1,(1,1),Scotland,Latvia,2002_KJ_PR.htm,Glasgow.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(0,0),Croatia,Belgium,2002_KJ_PR.htm,Zagreb.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(1,0),Italy,Hungary,2002_KJ_PR.htm,Parma.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(0,0),Romania ,Georgia,2002_KJ_PR.htm,BucureÅôti.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,2,(0,1),England,Greece,2002_KJ_PR.htm,Manchester.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Germany,Finland,2002_KJ_PR.htm,Gelsenkirchen.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,5,(0,2),Bolivia,Ecuador,2002_KJ_PR.htm,La_Paz.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(0,0),Venezuela,Peru ,2002_KJ_PR.htm,San_Cristí_bal.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(0,0),Sweden ,Azerbaijan,2002_KJ_PR.htm,Stockholm.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,5,(0,1),Macedonia,Slovakia,2002_KJ_PR.htm,Skopje.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,5,0,(2,0),Bosnia,Liechtenstein,2002_KJ_PR.htm,Zenica.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(1,0),Uruguay,Colombia,2002_KJ_PR.htm,Montevideo.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(0,0),Brazil ,Chile,2002_KJ_PR.htm,Curitiba.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,2,(0,0),Paraguay,Argentina,2002_KJ_PR.htm,Asuncií_n.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Costa Rica,Mexico ,2002_KJ_PR.htm,San_Josí©.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,1,(0,0),Honduras,Trinidad and Tobago,2002_KJ_PR.htm,San_Pedro_Sula.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,1,(1,1),United States,Jamaica,2002_KJ_PR.htm,Foxboro.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(1,0),China,Oman,2002_KJ_PR.htm,Shenyang.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,1,(1,0),Iran,Iraq,2002_KJ_PR.htm,Tehran.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,4,2,(0,2),Oman,Uzbekistan,2002_KJ_PR.htm,Muscat.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(2,0),China,Qatar,2002_KJ_PR.htm,Shenyang.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(1,0),Thailand,Bahrain,2002_KJ_PR.htm,Bangkok.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,2,(1,2),United Arab Emirates,Oman,2002_KJ_PR.htm,Abu_Dhabi.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(0,0),Uzbekistan,China,2002_KJ_PR.htm,Tashkent.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,1,(2,0),Bahrain,Iran,2002_KJ_PR.htm,Manama.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,4,1,(1,0),Saudi Arabia,Thailand,2002_KJ_PR.htm,Riyadh.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(1,0),Iran,United Arab Emirates,2002_KJ_PR.htm,Tehran.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(0,0),Israel,Austria,2002_KJ_PR.htm,Tel Aviv.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,3,(0,1),United Arab Emirates,Iran,2002_KJ_PR.htm,Abu_Dhabi.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,1,(1,1),Colombia,Chile,2002_KJ_PR.htm,Bogotíç.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(0,1),Ecuador,Uruguay,2002_KJ_PR.htm,Quito.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,1,(1,1),Bolivia,Brazil ,2002_KJ_PR.htm,La_Paz.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(0,0),Argentina,Peru ,2002_KJ_PR.htm,Buenos Aires.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,1,(3,1),Venezuela,Paraguay,2002_KJ_PR.htm,San_Cristí_bal.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(1,1),Ukraine,Germany,2002_KJ_PR.htm,Kyí¿v.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,1,(1,1),Slovenia,Romania ,2002_KJ_PR.htm,Ljubljana.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(1,0),Belgium,Czech Republic,2002_KJ_PR.htm,Bruxelles.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,1,(0,0),Austria,Turkey,2002_KJ_PR.htm,Wien.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,2,0,(1,0),Ireland,Iran,2002_KJ_PR.htm,Dublin.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(0,0),Mexico ,Honduras,2002_KJ_PR.htm,Mí©xico D.F.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Trinidad and Tobago,United States,2002_KJ_PR.htm,Port_of_Spain.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,1,(0,1),Jamaica,Costa Rica,2002_KJ_PR.htm,Kingston.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,4,1,(3,0),Germany,Ukraine,2002_KJ_PR.htm,Dortmund.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(0,0),Romania ,Slovakia,2002_KJ_PR.htm,BucureÅôti.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,1,(0,0),Czech Republic,Belgium,2002_KJ_PR.htm,Praha.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,5,0,(3,0),Turkey,Austria,2002_KJ_PR.htm,ÛÁstanbul.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(1,0),Peru ,Bolivia,2002_KJ_PR.htm,Lima.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,1,(1,1),Uruguay,Argentina,2002_KJ_PR.htm,Montevideo.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,0,(0,0),Chile,Ecuador,2002_KJ_PR.htm,Santiago.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,0,4,(0,2),Paraguay,Colombia,2002_KJ_PR.htm,Asuncií_n.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(3,0),Brazil ,Venezuela,2002_KJ_PR.htm,Sí£o_Luiz.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(0,0),Iran,Ireland,2002_KJ_PR.htm,Tehran.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,1,0,(0,0),Australia,Uruguay,2002_KJ_PR.htm,Melbourne.,2001,,,,,,
2002,KOREA/JAPAN,PRELIMINARY,3,0,(1,0),Uruguay,Australia,2002_KJ_PR.htm,Montevideo.,2001,,,,,,
2002,KOREA/JAPAN,GROUP_STAGE,0,1,(0,1),France,Senegal,2002_KJ_FS.htm#581,WC,2,I,Seoul.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,1,1,(0,1),Ireland,Cameroon,2002_KJ_FS.htm#605,WC,2,I,Niigata.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,1,2,(0,1),Uruguay,Denmark,2002_KJ_FS.htm#582,WC,2,I,Ulsan.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,8,0,(4,0),Germany,Saudi Arabia,2002_KJ_FS.htm#606,WC,2,I,Sapporo.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,1,0,(0,0),Argentina,Nigeria,2002_KJ_FS.htm#611,WC,2,I,Ibaraki.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,2,2,(1,0),Paraguay,South Africa,2002_KJ_FS.htm#587,WC,2,I,Busan.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,1,1,(1,0),England,Sweden ,2002_KJ_FS.htm#612,WC,2,I,Saitama.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,3,1,(1,0),Spain ,Slovakia,2002_KJ_FS.htm#588,WC,2,I,Gwangju.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,0,1,(0,0),Croatia,Mexico ,2002_KJ_FS.htm#617,WC,2,I,Niigata.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,2,1,(0,1),Brazil ,Turkey,2002_KJ_FS.htm#593,WC,2,I,Ulsan.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,2,0,(2,0),Italy,Ecuador,2002_KJ_FS.htm#618,WC,2,I,Sapporo.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,0,2,(0,0),China,Costa Rica,2002_KJ_FS.htm#594,WC,2,I,Gwangju.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,2,2,(0,0),Japan,Belgium,2002_KJ_FS.htm#623,WC,2,I,Saitama.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,2,0,(1,0),South Korea,Poland ,2002_KJ_FS.htm#599,WC,2,I,Busan.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,2,0,(0,0),Russia,Tunisia,2002_KJ_FS.htm#624,WC,2,I,Kobe.,2002,,,
2002,KOREA/JAPAN,GROUP_STAGE,3,2,(3,1),United States,Portugal,2002_KJ_FS.htm#600,WC,2,I,Suwon.,2002,,,
